input_company,input_product_name,timestamp,error_message
Lepetit,ACIMED,2026-01-07T19:02:51,"WebDriverException: Message: unknown error: net::ERR_CONNECTION_ABORTED
  (Session info: chrome=143.0.7499.170)
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x1101213
	0x1101254
	0xeee6dd
	0xeebc86
	0xedef92
	0xee094a
	0xedf435
	0xeded71
	0xedea85
	0xedc94f
	0xedd31a
	0xef2451
	0xf7e704
	0xf5b4ec
	0xf7db13
	0xf5b2e6
	0xf2d321
	0xf2e1d4
	0x1355254
	0x135080b
	0x136d0ea
	0x111b118
	0x112311d
	0x1109518
	0x11096d9
	0x10f3a68
	0x76065d49
	0x77dad5db
	0x77dad561
"
Roche Diabetes,ACCU-CHEK FASTCLIX KIT,2026-01-07T22:04:46,"WebDriverException: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=143.0.7499.170)
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x1171213
	0x1171254
	0xf5e6dd
	0xf5bc86
	0xf4ef92
	0xf5094a
	0xf4f435
	0xf4ed71
	0xf4ea85
	0xf4c94f
	0xf4d31a
	0xf62451
	0xfee704
	0xfcb4ec
	0xfedb13
	0xfcb2e6
	0xf9d321
	0xf9e1d4
	0x13c5254
	0x13c080b
	0x13dd0ea
	0x118b118
	0x119311d
	0x1179518
	0x11796d9
	0x1163a68
	0x76065d49
	0x77dad5db
	0x77dad561
"
Roche Diabetes,ACCU-CHEK PERFORMA 25,2026-01-07T22:18:30,"InvalidSessionIdException: Message: invalid session id: session deleted as the browser has closed the connection
from disconnected: not connected to DevTools
  (Session info: chrome=143.0.7499.170); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x1171213
	0x1171254
	0xf5e6dd
	0xf4d99e
	0xf6c4e6
	0xfd21d8
	0xfed44c
	0xfcb2e6
	0xf9d321
	0xf9e1d4
	0x13c5254
	0x13c080b
	0x13dd0ea
	0x118b118
	0x119311d
	0x1179518
	0x11796d9
	0x1163a68
	0x76065d49
	0x77dad5db
	0x77dad561
"
Roche Diabetes,ACCU-CHEK PERFORMA 50,2026-01-07T22:18:35,"InvalidSessionIdException: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x1171213
	0x1171254
	0xf5e52b
	0xf9c635
	0xfcb3a6
	0xfc6ed1
	0xfc6846
	0xf2ebfd
	0xf2f18e
	0xf2f65d
	0x13c5254
	0x13c080b
	0x13dd0ea
	0x118b118
	0x119311d
	0xf2e7ab
	0xf2ddf7
	0x15116ef
	0x76065d49
	0x77dad5db
	0x77dad561
"
Roche Diabetes,ACCU-CHEK PERFORMA CONTROL,2026-01-07T22:18:45,"InvalidSessionIdException: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x1171213
	0x1171254
	0xf5e52b
	0xf9c635
	0xfcb3a6
	0xfc6ed1
	0xfc6846
	0xf2ebfd
	0xf2f18e
	0xf2f65d
	0x13c5254
	0x13c080b
	0x13dd0ea
	0x118b118
	0x119311d
	0xf2e7ab
	0xf2ddf7
	0x15116ef
	0x76065d49
	0x77dad5db
	0x77dad561
"
Roche Diabetes,ACCU-CHEK SOFTCLIX NEW,2026-01-07T22:18:55,"InvalidSessionIdException: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x1171213
	0x1171254
	0xf5e52b
	0xf9c635
	0xfcb3a6
	0xfc6ed1
	0xfc6846
	0xf2ebfd
	0xf2f18e
	0xf2f65d
	0x13c5254
	0x13c080b
	0x13dd0ea
	0x118b118
	0x119311d
	0xf2e7ab
	0xf2ddf7
	0x15116ef
	0x76065d49
	0x77dad5db
	0x77dad561
"
Roche Diabetes,ACCU-CHEK SOFTCLIX PUNZADOR,2026-01-07T22:19:05,"InvalidSessionIdException: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x1171213
	0x1171254
	0xf5e52b
	0xf9c635
	0xfcb3a6
	0xfc6ed1
	0xfc6846
	0xf2ebfd
	0xf2f18e
	0xf2f65d
	0x13c5254
	0x13c080b
	0x13dd0ea
	0x118b118
	0x119311d
	0xf2e7ab
	0xf2ddf7
	0x15116ef
	0x76065d49
	0x77dad5db
	0x77dad561
"
Sanitas,ACEITE DE ALMENDRAS EWE,2026-01-07T22:19:15,"InvalidSessionIdException: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x1171213
	0x1171254
	0xf5e52b
	0xf9c635
	0xfcb3a6
	0xfc6ed1
	0xfc6846
	0xf2ebfd
	0xf2f18e
	0xf2f65d
	0x13c5254
	0x13c080b
	0x13dd0ea
	0x118b118
	0x119311d
	0xf2e7ab
	0xf2ddf7
	0x15116ef
	0x76065d49
	0x77dad5db
	0x77dad561
"
Sanitas,ACEITE DE ALMENDRAS EWE CON GOTERO,2026-01-07T22:19:25,"InvalidSessionIdException: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x1171213
	0x1171254
	0xf5e52b
	0xf9c635
	0xfcb3a6
	0xfc6ed1
	0xfc6846
	0xf2ebfd
	0xf2f18e
	0xf2f65d
	0x13c5254
	0x13c080b
	0x13dd0ea
	0x118b118
	0x119311d
	0xf2e7ab
	0xf2ddf7
	0x15116ef
	0x76065d49
	0x77dad5db
	0x77dad561
"
Sanitas,ACEITE DE ARGAN EWE,2026-01-07T22:19:35,"InvalidSessionIdException: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x1171213
	0x1171254
	0xf5e52b
	0xf9c635
	0xfcb3a6
	0xfc6ed1
	0xfc6846
	0xf2ebfd
	0xf2f18e
	0xf2f65d
	0x13c5254
	0x13c080b
	0x13dd0ea
	0x118b118
	0x119311d
	0xf2e7ab
	0xf2ddf7
	0x15116ef
	0x76065d49
	0x77dad5db
	0x77dad561
"
